,IEEE,00137A000001276C
,EP,01
,DeviceName,Z311G 1-3
,BeginTime,2014-10-01
,EndTime,2014-10-01

IEEE,EP,Intime,Lux
00137A000001276C,01,"10/1/2014 11:13:12 AM",768
00137A000001276C,01,"10/1/2014 11:13:22 AM",496
00137A000001276C,01,"10/1/2014 11:13:31 AM",544
00137A000001276C,01,"10/1/2014 11:13:42 AM",661
00137A000001276C,01,"10/1/2014 11:14:02 AM",566
00137A000001276C,01,"10/1/2014 11:14:12 AM",693
00137A000001276C,01,"10/1/2014 11:14:22 AM",560
00137A000001276C,01,"10/1/2014 11:14:32 AM",646
00137A000001276C,01,"10/1/2014 11:14:52 AM",485
00137A000001276C,01,"10/1/2014 11:15:02 AM",630
00137A000001276C,01,"10/1/2014 11:15:12 AM",931
00137A000001276C,01,"10/1/2014 11:15:42 AM",905
00137A000001276C,01,"10/1/2014 11:15:42 AM",905
00137A000001276C,01,"10/1/2014 11:15:42 AM",905
00137A000001276C,01,"10/1/2014 11:16:22 AM",919
00137A000001276C,01,"10/1/2014 11:16:32 AM",895
00137A000001276C,01,"10/1/2014 11:17:02 AM",839
00137A000001276C,01,"10/1/2014 11:17:12 AM",766
00137A000001276C,01,"10/1/2014 11:17:22 AM",464
00137A000001276C,01,"10/1/2014 11:17:32 AM",454
00137A000001276C,01,"10/1/2014 11:17:52 AM",477
00137A000001276C,01,"10/1/2014 11:18:02 AM",920
00137A000001276C,01,"10/1/2014 11:18:02 AM",920
00137A000001276C,01,"10/1/2014 11:18:12 AM",970
00137A000001276C,01,"10/1/2014 11:18:22 AM",576
00137A000001276C,01,"10/1/2014 11:18:32 AM",744
00137A000001276C,01,"10/1/2014 11:18:32 AM",744
00137A000001276C,01,"10/1/2014 11:18:42 AM",842
00137A000001276C,01,"10/1/2014 11:19:02 AM",441
00137A000001276C,01,"10/1/2014 11:19:12 AM",469
00137A000001276C,01,"10/1/2014 11:19:22 AM",529
00137A000001276C,01,"10/1/2014 11:19:32 AM",422
00137A000001276C,01,"10/1/2014 11:19:42 AM",529
00137A000001276C,01,"10/1/2014 11:19:52 AM",415
00137A000001276C,01,"10/1/2014 11:20:12 AM",409
00137A000001276C,01,"10/1/2014 11:20:22 AM",404
00137A000001276C,01,"10/1/2014 11:20:32 AM",418
00137A000001276C,01,"10/1/2014 11:20:52 AM",424
00137A000001276C,01,"10/1/2014 11:21:32 AM",441
00137A000001276C,01,"10/1/2014 11:21:52 AM",451
00137A000001276C,01,"10/1/2014 11:22:22 AM",460
00137A000001276C,01,"10/1/2014 11:22:32 AM",491
00137A000001276C,01,"10/1/2014 11:22:42 AM",540
00137A000001276C,01,"10/1/2014 11:22:52 AM",478
00137A000001276C,01,"10/1/2014 11:23:02 AM",486
00137A000001276C,01,"10/1/2014 11:23:12 AM",818
00137A000001276C,01,"10/1/2014 11:23:22 AM",950
00137A000001276C,01,"10/1/2014 11:23:32 AM",802
00137A000001276C,01,"10/1/2014 11:23:52 AM",850
00137A000001276C,01,"10/1/2014 11:24:02 AM",920
00137A000001276C,01,"10/1/2014 11:24:02 AM",920
00137A000001276C,01,"10/1/2014 11:24:12 AM",781
00137A000001276C,01,"10/1/2014 11:24:22 AM",916
00137A000001276C,01,"10/1/2014 11:24:52 AM",859
00137A000001276C,01,"10/1/2014 11:25:02 AM",732
00137A000001276C,01,"10/1/2014 11:25:12 AM",704
00137A000001276C,01,"10/1/2014 11:25:22 AM",655
00137A000001276C,01,"10/1/2014 11:25:32 AM",817
00137A000001276C,01,"10/1/2014 11:25:42 AM",450
00137A000001276C,01,"10/1/2014 11:25:52 AM",423
00137A000001276C,01,"10/1/2014 11:26:42 AM",437
00137A000001276C,01,"10/1/2014 11:26:52 AM",446
00137A000001276C,01,"10/1/2014 11:27:12 AM",436
00137A000001276C,01,"10/1/2014 11:28:11 AM",458
00137A000001276C,01,"10/1/2014 11:28:21 AM",500
00137A000001276C,01,"10/1/2014 11:28:31 AM",447
00137A000001276C,01,"10/1/2014 11:28:41 AM",456
00137A000001276C,01,"10/1/2014 11:28:51 AM",490
00137A000001276C,01,"10/1/2014 11:29:01 AM",597
00137A000001276C,01,"10/1/2014 11:29:11 AM",996
00137A000001276C,01,"10/1/2014 11:29:21 AM",865
00137A000001276C,01,"10/1/2014 11:29:31 AM",608
00137A000001276C,01,"10/1/2014 11:29:41 AM",486
00137A000001276C,01,"10/1/2014 11:29:51 AM",882
00137A000001276C,01,"10/1/2014 11:30:11 AM",560
00137A000001276C,01,"10/1/2014 11:30:21 AM",787
00137A000001276C,01,"10/1/2014 11:30:31 AM",916
00137A000001276C,01,"10/1/2014 11:30:31 AM",916
00137A000001276C,01,"10/1/2014 11:30:41 AM",461
00137A000001276C,01,"10/1/2014 11:31:01 AM",860
00137A000001276C,01,"10/1/2014 11:31:11 AM",737
00137A000001276C,01,"10/1/2014 11:31:21 AM",467
00137A000001276C,01,"10/1/2014 11:31:31 AM",419
00137A000001276C,01,"10/1/2014 11:32:11 AM",559
00137A000001276C,01,"10/1/2014 11:32:21 AM",415
00137A000001276C,01,"10/1/2014 11:32:31 AM",400
00137A000001276C,01,"10/1/2014 11:33:30 AM",411
00137A000001276C,01,"10/1/2014 11:33:40 AM",416
00137A000001276C,01,"10/1/2014 11:34:00 AM",423
00137A000001276C,01,"10/1/2014 11:34:20 AM",428
00137A000001276C,01,"10/1/2014 11:34:30 AM",434
00137A000001276C,01,"10/1/2014 11:34:30 AM",434
00137A000001276C,01,"10/1/2014 11:34:40 AM",441
00137A000001276C,01,"10/1/2014 11:34:50 AM",451
00137A000001276C,01,"10/1/2014 11:35:00 AM",467
00137A000001276C,01,"10/1/2014 11:35:10 AM",560
00137A000001276C,01,"10/1/2014 11:35:10 AM",560
00137A000001276C,01,"10/1/2014 11:35:20 AM",595
00137A000001276C,01,"10/1/2014 11:35:30 AM",509
00137A000001276C,01,"10/1/2014 11:35:40 AM",777
00137A000001276C,01,"10/1/2014 11:35:50 AM",905
00137A000001276C,01,"10/1/2014 11:36:10 AM",894
00137A000001276C,01,"10/1/2014 11:36:20 AM",581
00137A000001276C,01,"10/1/2014 11:36:30 AM",820
00137A000001276C,01,"10/1/2014 11:36:40 AM",554
00137A000001276C,01,"10/1/2014 11:36:50 AM",825
00137A000001276C,01,"10/1/2014 11:36:50 AM",825
00137A000001276C,01,"10/1/2014 11:37:00 AM",650
00137A000001276C,01,"10/1/2014 11:37:00 AM",650
00137A000001276C,01,"10/1/2014 11:37:10 AM",930
00137A000001276C,01,"10/1/2014 11:37:20 AM",895
00137A000001276C,01,"10/1/2014 11:37:30 AM",649
00137A000001276C,01,"10/1/2014 11:37:30 AM",649
00137A000001276C,01,"10/1/2014 11:37:30 AM",649
00137A000001276C,01,"10/1/2014 11:37:40 AM",401
00137A000001276C,01,"10/1/2014 11:37:40 AM",401
00137A000001276C,01,"10/1/2014 11:37:50 AM",492
00137A000001276C,01,"10/1/2014 11:38:00 AM",454
00137A000001276C,01,"10/1/2014 11:38:10 AM",555
00137A000001276C,01,"10/1/2014 11:38:20 AM",427
00137A000001276C,01,"10/1/2014 11:38:30 AM",404
00137A000001276C,01,"10/1/2014 11:38:31 AM",404
00137A000001276C,01,"10/1/2014 11:38:31 AM",404
00137A000001276C,01,"10/1/2014 11:38:31 AM",404
00137A000001276C,01,"10/1/2014 11:38:32 AM",404
00137A000001276C,01,"10/1/2014 11:38:32 AM",404
00137A000001276C,01,"10/1/2014 11:38:32 AM",404
00137A000001276C,01,"10/1/2014 11:38:32 AM",404
00137A000001276C,01,"10/1/2014 11:38:41 AM",428
00137A000001276C,01,"10/1/2014 11:38:41 AM",428
00137A000001276C,01,"10/1/2014 11:38:41 AM",428
00137A000001276C,01,"10/1/2014 11:38:41 AM",428
00137A000001276C,01,"10/1/2014 11:38:50 AM",440
00137A000001276C,01,"10/1/2014 11:39:10 AM",411
00137A000001276C,01,"10/1/2014 11:39:20 AM",406
00137A000001276C,01,"10/1/2014 11:39:30 AM",398
00137A000001276C,01,"10/1/2014 11:39:40 AM",409
00137A000001276C,01,"10/1/2014 11:39:50 AM",415
00137A000001276C,01,"10/1/2014 11:40:00 AM",428
00137A000001276C,01,"10/1/2014 11:40:10 AM",454
00137A000001276C,01,"10/1/2014 11:40:20 AM",496
00137A000001276C,01,"10/1/2014 11:40:30 AM",703
00137A000001276C,01,"10/1/2014 11:40:40 AM",761
00137A000001276C,01,"10/1/2014 11:40:50 AM",890
00137A000001276C,01,"10/1/2014 11:41:00 AM",879
00137A000001276C,01,"10/1/2014 11:41:10 AM",384
00137A000001276C,01,"10/1/2014 11:41:30 AM",423
00137A000001276C,01,"10/1/2014 11:41:40 AM",447
00137A000001276C,01,"10/1/2014 11:42:00 AM",464
00137A000001276C,01,"10/1/2014 11:42:10 AM",483
00137A000001276C,01,"10/1/2014 11:42:20 AM",460
00137A000001276C,01,"10/1/2014 11:42:30 AM",446
00137A000001276C,01,"10/1/2014 11:42:40 AM",733
00137A000001276C,01,"10/1/2014 11:42:50 AM",862
00137A000001276C,01,"10/1/2014 11:42:50 AM",862
00137A000001276C,01,"10/1/2014 11:43:00 AM",470
00137A000001276C,01,"10/1/2014 11:43:10 AM",378
00137A000001276C,01,"10/1/2014 11:43:20 AM",586
00137A000001276C,01,"10/1/2014 11:43:30 AM",559
00137A000001276C,01,"10/1/2014 11:43:30 AM",559
00137A000001276C,01,"10/1/2014 11:43:40 AM",409
00137A000001276C,01,"10/1/2014 11:43:40 AM",409
00137A000001276C,01,"10/1/2014 11:43:50 AM",441
00137A000001276C,01,"10/1/2014 11:44:10 AM",842
00137A000001276C,01,"10/1/2014 11:44:20 AM",626
00137A000001276C,01,"10/1/2014 11:44:30 AM",560
00137A000001276C,01,"10/1/2014 11:44:40 AM",872
00137A000001276C,01,"10/1/2014 11:44:50 AM",805
00137A000001276C,01,"10/1/2014 11:45:00 AM",555
00137A000001276C,01,"10/1/2014 11:45:10 AM",878
00137A000001276C,01,"10/1/2014 11:45:20 AM",844
00137A000001276C,01,"10/1/2014 11:45:30 AM",725
00137A000001276C,01,"10/1/2014 11:45:30 AM",725
00137A000001276C,01,"10/1/2014 11:45:40 AM",656
00137A000001276C,01,"10/1/2014 11:45:50 AM",825
00137A000001276C,01,"10/1/2014 11:46:00 AM",807
00137A000001276C,01,"10/1/2014 11:46:59 AM",809
00137A000001276C,01,"10/1/2014 11:47:58 AM",799
00137A000001276C,01,"10/1/2014 11:48:38 AM",790
00137A000001276C,01,"10/1/2014 11:49:37 AM",778
00137A000001276C,01,"10/1/2014 11:50:36 AM",780
00137A000001276C,01,"10/1/2014 11:51:16 AM",771
00137A000001276C,01,"10/1/2014 11:52:15 AM",771
00137A000001276C,01,"10/1/2014 11:53:14 AM",769
00137A000001276C,01,"10/1/2014 11:54:13 AM",766
00137A000001276C,01,"10/1/2014 11:55:12 AM",765
00137A000001276C,01,"10/1/2014 11:56:11 AM",767
00137A000001276C,01,"10/1/2014 11:57:01 AM",776
00137A000001276C,01,"10/1/2014 11:58:00 AM",781
00137A000001276C,01,"10/1/2014 11:58:59 AM",798
00137A000001276C,01,"10/1/2014 11:59:09 AM",809
00137A000001276C,01,"10/1/2014 11:59:09 AM",809
00137A000001276C,01,"10/1/2014 11:59:19 AM",825
00137A000001276C,01,"10/1/2014 11:59:19 AM",825
00137A000001276C,01,"10/1/2014 11:59:29 AM",503
00137A000001276C,01,"10/1/2014 11:59:29 AM",503
00137A000001276C,01,"10/1/2014 11:59:39 AM",460
00137A000001276C,01,"10/1/2014 11:59:49 AM",595
00137A000001276C,01,"10/1/2014 11:59:59 AM",696
00137A000001276C,01,"10/1/2014 12:00:09 PM",809
00137A000001276C,01,"10/1/2014 12:00:19 PM",514
00137A000001276C,01,"10/1/2014 12:00:29 PM",721
00137A000001276C,01,"10/1/2014 12:00:39 PM",831
00137A000001276C,01,"10/1/2014 12:00:49 PM",389
00137A000001276C,01,"10/1/2014 12:00:59 PM",445
00137A000001276C,01,"10/1/2014 12:01:09 PM",544
00137A000001276C,01,"10/1/2014 12:01:19 PM",563
00137A000001276C,01,"10/1/2014 12:01:29 PM",477
00137A000001276C,01,"10/1/2014 12:01:39 PM",461
00137A000001276C,01,"10/1/2014 12:01:49 PM",402
00137A000001276C,01,"10/1/2014 12:01:59 PM",409
00137A000001276C,01,"10/1/2014 12:02:09 PM",418
00137A000001276C,01,"10/1/2014 12:02:19 PM",424
00137A000001276C,01,"10/1/2014 12:02:29 PM",467
00137A000001276C,01,"10/1/2014 12:02:39 PM",590
00137A000001276C,01,"10/1/2014 12:02:49 PM",814
00137A000001276C,01,"10/1/2014 12:02:59 PM",792
00137A000001276C,01,"10/1/2014 12:03:29 PM",777
00137A000001276C,01,"10/1/2014 12:04:28 PM",777
00137A000001276C,01,"10/1/2014 12:05:27 PM",777
00137A000001276C,01,"10/1/2014 12:06:26 PM",781
00137A000001276C,01,"10/1/2014 12:07:16 PM",791
00137A000001276C,01,"10/1/2014 12:07:56 PM",802
00137A000001276C,01,"10/1/2014 12:08:36 PM",424
00137A000001276C,01,"10/1/2014 12:08:46 PM",398
00137A000001276C,01,"10/1/2014 12:09:26 PM",431
00137A000001276C,01,"10/1/2014 12:09:36 PM",504
00137A000001276C,01,"10/1/2014 12:09:46 PM",546
00137A000001276C,01,"10/1/2014 12:09:56 PM",526
00137A000001276C,01,"10/1/2014 12:09:56 PM",526
00137A000001276C,01,"10/1/2014 12:10:06 PM",840
00137A000001276C,01,"10/1/2014 12:10:26 PM",544
00137A000001276C,01,"10/1/2014 12:10:26 PM",544
00137A000001276C,01,"10/1/2014 12:10:36 PM",553
00137A000001276C,01,"10/1/2014 12:10:46 PM",464
00137A000001276C,01,"10/1/2014 12:10:56 PM",441
00137A000001276C,01,"10/1/2014 12:10:56 PM",441
00137A000001276C,01,"10/1/2014 12:11:06 PM",506
00137A000001276C,01,"10/1/2014 12:11:16 PM",481
00137A000001276C,01,"10/1/2014 12:11:36 PM",778
00137A000001276C,01,"10/1/2014 12:11:56 PM",759
00137A000001276C,01,"10/1/2014 12:12:26 PM",749
00137A000001276C,01,"10/1/2014 12:13:25 PM",736
00137A000001276C,01,"10/1/2014 12:13:35 PM",747
00137A000001276C,01,"10/1/2014 12:13:45 PM",725
00137A000001276C,01,"10/1/2014 12:13:45 PM",725
00137A000001276C,01,"10/1/2014 12:13:55 PM",696
00137A000001276C,01,"10/1/2014 12:14:05 PM",744
00137A000001276C,01,"10/1/2014 12:14:45 PM",754
00137A000001276C,01,"10/1/2014 12:15:05 PM",740
00137A000001276C,01,"10/1/2014 12:15:15 PM",594
00137A000001276C,01,"10/1/2014 12:15:25 PM",368
00137A000001276C,01,"10/1/2014 12:15:35 PM",401
00137A000001276C,01,"10/1/2014 12:15:45 PM",406
00137A000001276C,01,"10/1/2014 12:15:55 PM",415
00137A000001276C,01,"10/1/2014 12:16:05 PM",410
00137A000001276C,01,"10/1/2014 12:16:15 PM",428
00137A000001276C,01,"10/1/2014 12:17:14 PM",440
00137A000001276C,01,"10/1/2014 12:17:24 PM",509
00137A000001276C,01,"10/1/2014 12:17:34 PM",522
00137A000001276C,01,"10/1/2014 12:17:54 PM",707
00137A000001276C,01,"10/1/2014 12:18:04 PM",776
00137A000001276C,01,"10/1/2014 12:18:14 PM",755
00137A000001276C,01,"10/1/2014 12:18:14 PM",755
00137A000001276C,01,"10/1/2014 12:18:54 PM",767
00137A000001276C,01,"10/1/2014 12:19:14 PM",781
00137A000001276C,01,"10/1/2014 12:19:24 PM",711
00137A000001276C,01,"10/1/2014 12:19:24 PM",711
00137A000001276C,01,"10/1/2014 12:19:44 PM",745
00137A000001276C,01,"10/1/2014 12:19:54 PM",764
00137A000001276C,01,"10/1/2014 12:20:04 PM",630
00137A000001276C,01,"10/1/2014 12:20:14 PM",772
00137A000001276C,01,"10/1/2014 12:20:24 PM",754
00137A000001276C,01,"10/1/2014 12:20:54 PM",455
00137A000001276C,01,"10/1/2014 12:21:04 PM",568
00137A000001276C,01,"10/1/2014 12:21:04 PM",568
00137A000001276C,01,"10/1/2014 12:21:24 PM",777
00137A000001276C,01,"10/1/2014 12:22:33 PM",755
00137A000001276C,01,"10/1/2014 12:22:33 PM",755
00137A000001276C,01,"10/1/2014 12:22:33 PM",755
00137A000001276C,01,"10/1/2014 12:23:23 PM",785
00137A000001276C,01,"10/1/2014 12:23:33 PM",696
00137A000001276C,01,"10/1/2014 12:23:43 PM",755
00137A000001276C,01,"10/1/2014 12:23:53 PM",745
00137A000001276C,01,"10/1/2014 12:24:43 PM",754
00137A000001276C,01,"10/1/2014 12:25:13 PM",738
00137A000001276C,01,"10/1/2014 12:25:13 PM",738
00137A000001276C,01,"10/1/2014 12:25:23 PM",758
00137A000001276C,01,"10/1/2014 12:25:33 PM",736
00137A000001276C,01,"10/1/2014 12:25:43 PM",594
00137A000001276C,01,"10/1/2014 12:25:53 PM",772
00137A000001276C,01,"10/1/2014 12:26:13 PM",732
00137A000001276C,01,"10/1/2014 12:26:23 PM",562
00137A000001276C,01,"10/1/2014 12:26:33 PM",425
00137A000001276C,01,"10/1/2014 12:26:44 PM",450
00137A000001276C,01,"10/1/2014 12:26:53 PM",531
00137A000001276C,01,"10/1/2014 12:27:03 PM",751
00137A000001276C,01,"10/1/2014 12:27:13 PM",777
00137A000001276C,01,"10/1/2014 12:27:23 PM",726
00137A000001276C,01,"10/1/2014 12:27:33 PM",400
00137A000001276C,01,"10/1/2014 12:27:54 PM",610
00137A000001276C,01,"10/1/2014 12:28:03 PM",661
00137A000001276C,01,"10/1/2014 12:28:13 PM",333
00137A000001276C,01,"10/1/2014 12:28:24 PM",386
00137A000001276C,01,"10/1/2014 12:28:33 PM",410
00137A000001276C,01,"10/1/2014 12:28:53 PM",425
00137A000001276C,01,"10/1/2014 12:29:03 PM",445
00137A000001276C,01,"10/1/2014 12:29:03 PM",445
00137A000001276C,01,"10/1/2014 12:29:13 PM",849
00137A000001276C,01,"10/1/2014 12:29:24 PM",427
00137A000001276C,01,"10/1/2014 12:29:24 PM",427
00137A000001276C,01,"10/1/2014 12:29:33 PM",436
00137A000001276C,01,"10/1/2014 12:29:44 PM",456
00137A000001276C,01,"10/1/2014 12:29:53 PM",477
00137A000001276C,01,"10/1/2014 12:29:53 PM",477
00137A000001276C,01,"10/1/2014 12:30:04 PM",461
00137A000001276C,01,"10/1/2014 12:30:13 PM",564
00137A000001276C,01,"10/1/2014 12:30:24 PM",445
00137A000001276C,01,"10/1/2014 12:30:44 PM",424
00137A000001276C,01,"10/1/2014 12:30:54 PM",450
00137A000001276C,01,"10/1/2014 12:31:04 PM",538
00137A000001276C,01,"10/1/2014 12:31:14 PM",798
00137A000001276C,01,"10/1/2014 12:31:24 PM",783
00137A000001276C,01,"10/1/2014 12:31:34 PM",379
00137A000001276C,01,"10/1/2014 12:31:44 PM",450
00137A000001276C,01,"10/1/2014 12:31:54 PM",424
00137A000001276C,01,"10/1/2014 12:32:04 PM",445
00137A000001276C,01,"10/1/2014 12:32:14 PM",533
00137A000001276C,01,"10/1/2014 12:32:24 PM",814
00137A000001276C,01,"10/1/2014 12:32:44 PM",792
00137A000001276C,01,"10/1/2014 12:32:54 PM",598
00137A000001276C,01,"10/1/2014 12:33:04 PM",413
00137A000001276C,01,"10/1/2014 12:33:04 PM",413
00137A000001276C,01,"10/1/2014 12:33:14 PM",531
00137A000001276C,01,"10/1/2014 12:33:24 PM",414
00137A000001276C,01,"10/1/2014 12:33:44 PM",406
00137A000001276C,01,"10/1/2014 12:34:34 PM",418
00137A000001276C,01,"10/1/2014 12:34:44 PM",431
00137A000001276C,01,"10/1/2014 12:34:54 PM",476
00137A000001276C,01,"10/1/2014 12:35:04 PM",681
00137A000001276C,01,"10/1/2014 12:35:14 PM",705
00137A000001276C,01,"10/1/2014 12:35:24 PM",776
00137A000001276C,01,"10/1/2014 12:35:34 PM",605
00137A000001276C,01,"10/1/2014 12:35:44 PM",726
00137A000001276C,01,"10/1/2014 12:35:54 PM",451
00137A000001276C,01,"10/1/2014 12:36:04 PM",425
00137A000001276C,01,"10/1/2014 12:36:14 PM",441
00137A000001276C,01,"10/1/2014 12:36:24 PM",507
00137A000001276C,01,"10/1/2014 12:36:34 PM",720
00137A000001276C,01,"10/1/2014 12:36:44 PM",798
00137A000001276C,01,"10/1/2014 12:36:54 PM",584
00137A000001276C,01,"10/1/2014 12:37:04 PM",440
00137A000001276C,01,"10/1/2014 12:37:14 PM",409
00137A000001276C,01,"10/1/2014 12:37:24 PM",428
00137A000001276C,01,"10/1/2014 12:37:54 PM",447
00137A000001276C,01,"10/1/2014 12:38:04 PM",463
00137A000001276C,01,"10/1/2014 12:38:24 PM",486
00137A000001276C,01,"10/1/2014 12:38:24 PM",486
00137A000001276C,01,"10/1/2014 12:38:34 PM",577
00137A000001276C,01,"10/1/2014 12:38:44 PM",525
00137A000001276C,01,"10/1/2014 12:38:54 PM",649
00137A000001276C,01,"10/1/2014 12:39:04 PM",736
00137A000001276C,01,"10/1/2014 12:39:14 PM",726
00137A000001276C,01,"10/1/2014 12:40:13 PM",722
00137A000001276C,01,"10/1/2014 12:42:11 PM",723
00137A000001276C,01,"10/1/2014 12:43:10 PM",716
00137A000001276C,01,"10/1/2014 12:44:09 PM",714
00137A000001276C,01,"10/1/2014 12:45:08 PM",715
00137A000001276C,01,"10/1/2014 12:45:38 PM",705
00137A000001276C,01,"10/1/2014 12:45:48 PM",714
00137A000001276C,01,"10/1/2014 12:46:38 PM",708
00137A000001276C,01,"10/1/2014 12:47:08 PM",314
00137A000001276C,01,"10/1/2014 12:47:18 PM",734
00137A000001276C,01,"10/1/2014 12:47:28 PM",659
00137A000001276C,01,"10/1/2014 12:47:38 PM",678
00137A000001276C,01,"10/1/2014 12:47:48 PM",703
00137A000001276C,01,"10/1/2014 12:48:47 PM",698
00137A000001276C,01,"10/1/2014 12:49:46 PM",707
00137A000001276C,01,"10/1/2014 12:49:46 PM",707
00137A000001276C,01,"10/1/2014 12:50:45 PM",716
00137A000001276C,01,"10/1/2014 12:51:44 PM",718
00137A000001276C,01,"10/1/2014 12:51:44 PM",718
00137A000001276C,01,"10/1/2014 12:52:43 PM",716
00137A000001276C,01,"10/1/2014 12:53:13 PM",732
00137A000001276C,01,"10/1/2014 12:53:23 PM",698
00137A000001276C,01,"10/1/2014 12:53:33 PM",732
00137A000001276C,01,"10/1/2014 12:53:33 PM",732
00137A000001276C,01,"10/1/2014 12:53:43 PM",581
00137A000001276C,01,"10/1/2014 12:54:03 PM",438
00137A000001276C,01,"10/1/2014 12:54:13 PM",414
00137A000001276C,01,"10/1/2014 12:54:23 PM",449
00137A000001276C,01,"10/1/2014 12:54:33 PM",692
00137A000001276C,01,"10/1/2014 12:54:43 PM",727
00137A000001276C,01,"10/1/2014 12:54:53 PM",550
00137A000001276C,01,"10/1/2014 12:55:03 PM",660
00137A000001276C,01,"10/1/2014 12:55:23 PM",712
00137A000001276C,01,"10/1/2014 12:55:33 PM",460
00137A000001276C,01,"10/1/2014 12:55:43 PM",468
00137A000001276C,01,"10/1/2014 12:55:53 PM",413
00137A000001276C,01,"10/1/2014 12:56:03 PM",389
00137A000001276C,01,"10/1/2014 12:56:13 PM",407
00137A000001276C,01,"10/1/2014 12:56:23 PM",423
00137A000001276C,01,"10/1/2014 12:56:33 PM",401
00137A000001276C,01,"10/1/2014 12:56:53 PM",483
00137A000001276C,01,"10/1/2014 12:57:03 PM",356
00137A000001276C,01,"10/1/2014 12:57:13 PM",384
00137A000001276C,01,"10/1/2014 12:57:13 PM",384
00137A000001276C,01,"10/1/2014 12:58:03 PM",391
00137A000001276C,01,"10/1/2014 12:58:23 PM",398
00137A000001276C,01,"10/1/2014 12:58:33 PM",404
00137A000001276C,01,"10/1/2014 12:58:43 PM",414
00137A000001276C,01,"10/1/2014 12:58:53 PM",425
00137A000001276C,01,"10/1/2014 12:59:03 PM",438
00137A000001276C,01,"10/1/2014 12:59:13 PM",455
00137A000001276C,01,"10/1/2014 12:59:33 PM",447
00137A000001276C,01,"10/1/2014 12:59:43 PM",424
00137A000001276C,01,"10/1/2014 12:59:43 PM",424
00137A000001276C,01,"10/1/2014 12:59:43 PM",424
00137A000001276C,01,"10/1/2014 12:59:53 PM",663
00137A000001276C,01,"10/1/2014 12:59:53 PM",663
00137A000001276C,01,"10/1/2014 1:00:03 PM",732
00137A000001276C,01,"10/1/2014 1:00:23 PM",357
00137A000001276C,01,"10/1/2014 1:00:33 PM",414
00137A000001276C,01,"10/1/2014 1:00:43 PM",405
00137A000001276C,01,"10/1/2014 1:00:53 PM",441
00137A000001276C,01,"10/1/2014 1:01:13 PM",450
00137A000001276C,01,"10/1/2014 1:01:33 PM",425
00137A000001276C,01,"10/1/2014 1:01:53 PM",638
00137A000001276C,01,"10/1/2014 1:02:03 PM",700
00137A000001276C,01,"10/1/2014 1:02:23 PM",507
00137A000001276C,01,"10/1/2014 1:02:23 PM",507
00137A000001276C,01,"10/1/2014 1:02:33 PM",612
00137A000001276C,01,"10/1/2014 1:02:43 PM",717
00137A000001276C,01,"10/1/2014 1:02:43 PM",717
00137A000001276C,01,"10/1/2014 1:02:53 PM",677
00137A000001276C,01,"10/1/2014 1:02:53 PM",677
00137A000001276C,01,"10/1/2014 1:03:03 PM",692
00137A000001276C,01,"10/1/2014 1:03:53 PM",682
00137A000001276C,01,"10/1/2014 1:04:03 PM",642
00137A000001276C,01,"10/1/2014 1:04:13 PM",425
00137A000001276C,01,"10/1/2014 1:04:23 PM",445
00137A000001276C,01,"10/1/2014 1:04:33 PM",654
00137A000001276C,01,"10/1/2014 1:04:33 PM",654
00137A000001276C,01,"10/1/2014 1:04:43 PM",592
00137A000001276C,01,"10/1/2014 1:04:53 PM",544
00137A000001276C,01,"10/1/2014 1:05:13 PM",682
00137A000001276C,01,"10/1/2014 1:05:23 PM",703
00137A000001276C,01,"10/1/2014 1:05:33 PM",455
00137A000001276C,01,"10/1/2014 1:05:33 PM",455
00137A000001276C,01,"10/1/2014 1:05:43 PM",406
00137A000001276C,01,"10/1/2014 1:05:53 PM",490
00137A000001276C,01,"10/1/2014 1:06:03 PM",443
00137A000001276C,01,"10/1/2014 1:06:13 PM",675
00137A000001276C,01,"10/1/2014 1:06:23 PM",663
00137A000001276C,01,"10/1/2014 1:06:33 PM",432
00137A000001276C,01,"10/1/2014 1:06:33 PM",432
00137A000001276C,01,"10/1/2014 1:06:43 PM",373
00137A000001276C,01,"10/1/2014 1:06:53 PM",414
00137A000001276C,01,"10/1/2014 1:07:03 PM",428
00137A000001276C,01,"10/1/2014 1:07:13 PM",422
00137A000001276C,01,"10/1/2014 1:07:23 PM",383
00137A000001276C,01,"10/1/2014 1:07:33 PM",397
00137A000001276C,01,"10/1/2014 1:07:53 PM",409
00137A000001276C,01,"10/1/2014 1:08:03 PM",459
00137A000001276C,01,"10/1/2014 1:08:03 PM",459
00137A000001276C,01,"10/1/2014 1:08:03 PM",459
00137A000001276C,01,"10/1/2014 1:08:13 PM",627
00137A000001276C,01,"10/1/2014 1:08:23 PM",698
00137A000001276C,01,"10/1/2014 1:08:33 PM",683
00137A000001276C,01,"10/1/2014 1:09:32 PM",693
00137A000001276C,01,"10/1/2014 1:09:52 PM",472
00137A000001276C,01,"10/1/2014 1:10:02 PM",451
00137A000001276C,01,"10/1/2014 1:10:22 PM",546
00137A000001276C,01,"10/1/2014 1:10:32 PM",433
00137A000001276C,01,"10/1/2014 1:10:52 PM",721
00137A000001276C,01,"10/1/2014 1:11:02 PM",710
00137A000001276C,01,"10/1/2014 1:11:12 PM",531
00137A000001276C,01,"10/1/2014 1:11:12 PM",531
00137A000001276C,01,"10/1/2014 1:11:22 PM",649
00137A000001276C,01,"10/1/2014 1:11:32 PM",479
